,基金代码,基金简称
8234,010139,宝盈盈沛纯债债券A
8235,010140,宝盈盈沛纯债债券C
8236,010141,朱雀企业优选A
8237,010142,朱雀企业优选C
8238,010143,交银施罗德启欣混合
8239,010145,格林中短债债券A
8240,010146,格林中短债债券C
8241,010147,博道嘉兴一年持有期混合
8242,010148,浙商智选经济动能混合A
8243,010149,浙商智选经济动能混合C
8244,010150,南方君信混合C
8245,010151,东财消费精选A
8246,010152,东财消费精选C
8247,010153,中加中证500指数增强A
8248,010154,中加中证500指数增强C
8249,010155,长盛核心成长混合A
8250,010156,长盛核心成长混合C
8251,010157,汇安中证500增强A
8252,010158,汇安中证500增强C
8253,010159,中银医疗保健混合C
8254,010160,广发高端制造股票C
8255,010161,广发瑞安精选股票A
8256,010162,广发瑞安精选股票C
8257,010163,财通资管价值精选一年持有混合A
8258,010164,财通资管价值精选一年持有混合C
8259,010165,太平丰和一年定开债券发起式
8260,010166,招商兴和优选1年持有期混合
8261,010167,中银多策略混合C
8262,010168,天弘安利短债A
8263,010169,天弘安利短债C
8264,010170,中银证券鑫瑞6个月持有A
8265,010171,中银证券鑫瑞6个月持有C
8266,010172,中银新回报灵活配置混合C
8267,010173,易方达增金宝货币B
8268,010174,英大智享债券A
8269,010175,英大智享债券C
8270,010176,中加新兴消费混合A
8271,010177,中加新兴消费混合C
8272,010178,大成企业能力驱动混合A
8273,010179,大成企业能力驱动混合C
8274,010180,华夏科技龙头两年定开混合
8275,010181,兴业优势产业混合A
8276,010182,兴业优势产业混合C
8277,010183,南方创业板ETF联接E
8278,010186,嘉实核心成长混合A
8279,010187,嘉实核心成长混合C
8280,010188,中欧添益一年混合A
8281,010189,中欧添益一年混合C
8282,010190,嘉实价值发现三个月定开混合
8283,010191,华夏鼎信债券A
8284,010192,华夏鼎信债券C
8285,010193,农银养老2045五年持有混合(FOF)
8286,010194,博时睿祥15个月定开混合A
8287,010195,博时睿祥15个月定开混合C
8288,010196,易方达核心优势股票A
8289,010197,易方达核心优势股票C
8290,010198,易方达竞争优势企业混合A
8291,010199,长信添利安心收益混合A
8292,010200,长信添利安心收益混合C
8293,010201,农银汇理智增一年定开混合
8294,010202,天弘中证科技100指数增强A
8295,010203,天弘中证科技100指数增强C
8296,010204,中银港股通优势成长股票
8297,010205,国寿安保裕安混合A
8298,010206,国寿安保裕安混合C
8299,010208,平安日增利货币B
8300,010210,国泰中证计算机主题ETF联接C
8301,010211,景顺长城顺鑫回报混合A
8302,010212,景顺长城顺鑫回报混合C
8303,010213,中欧互联网先锋混合A
8304,010214,中欧互联网先锋混合C
8305,010215,中欧达益稳健一年混合A
8306,010216,中欧达益稳健一年混合C
8307,010219,汇添富稳健添益一年持有混合
8308,010220,海富通消费核心混合A
8309,010221,海富通消费核心混合C
8310,010222,大摩民丰盈和一年持有混合
8311,010223,博时双季享持有期债券A
8312,010224,海富通中证100指数(LOF)C
8313,010225,东方红启航三年持有混合B
8314,010226,博时双季享持有期债券B
8315,010227,博时双季享持有期债券C
8316,010228,平安鼎弘混合(LOF)C
8317,010229,平安鼎弘混合(LOF)D
8318,010232,国寿安保泰安纯债债券
8319,010233,农银金润一年定开债
8320,010234,华泰柏瑞量化增强混合C
8321,010235,广发资源优选股票C
8322,010236,广发电子信息传媒股票C
8323,010237,安信创新先锋混合发起A
8324,010238,安信创新先锋混合发起C
8325,010239,平安瑞尚六个月持有混合A
8326,010240,平安季季享3个月持有债券A
8327,010241,平安季季享3个月持有债券C
8328,010242,平安稳健增长混合A
8329,010243,平安稳健增长混合C
8330,010244,平安瑞尚六个月持有混合C
8331,010245,广发品牌消费股票发起式C
8332,010246,华泰柏瑞量化先行混合C
8333,010247,惠升和泰纯债A
8334,010248,惠升和泰纯债C
8335,010249,国金惠诚债券A
8336,010250,国金惠诚债券C
8337,010251,长江安享纯债18个月定开债A
8338,010252,长江安享纯债18个月定开债C
8339,010253,兴银中证500指数增强A
8340,010254,嘉实丰年一年定期纯债债券A
8341,010255,嘉实丰年一年定期纯债债券C
8342,010256,农银汇理金汇债券C
8343,010257,天弘多利一年
8344,010258,淳厚稳悦债券A
8345,010259,淳厚稳悦债券C
8346,010260,海富通策略收益债券A
8347,010261,海富通策略收益债券C
8348,010262,海富通中债1-3年农发债A
8349,010263,海富通中债1-3年农发债C
8350,010264,鹏华成长智选混合A
8351,010265,鹏华成长智选混合C
8352,010266,兴全安泰稳健养老一年持有混合(FOF)
8353,010267,兴全安泰养老五年持有混合(FOF)
8354,010268,太平睿安混合A
8355,010269,太平睿安混合C
8356,010270,汇安嘉盈一年持有期债券C
8357,010271,国富价值成长一年持有期混合A
8358,010272,国富价值成长一年持有期混合C
8359,010273,嘉实价值长青混合A
8360,010274,嘉实价值长青混合C
8361,010275,嘉实优质精选混合A
8362,010276,嘉实优质精选混合C
8363,010277,嘉实民安添岁稳健养老一年持有期混合(FOF)
8364,010278,南华瑞泰39个月定开A
8365,010279,南华瑞泰39个月定开C
8366,010281,华夏保守养老一年持有混合(FOF)
8367,010282,中信建投智享生活混合A
8368,010283,中信建投智享生活混合C
8369,010284,长城价值成长六个月持有期混合A
8370,010285,长城价值成长六个月持有期混合C
8371,010286,海富通成长价值混合A
8372,010287,海富通成长价值混合C
8373,010288,民生加银现金宝货币B
8374,010289,景顺长城产业趋势混合
8375,010291,华泰柏瑞研究精选C
8376,010292,东方红核心优选定开混合C
8377,010293,华商量化优质精选混合
8378,010294,红塔红土盛兴39个月定开债A
8379,010295,红塔红土盛兴39个月定开债C
8380,010296,万家互联互通中国优势A
8381,010297,万家互联互通中国优势C
8382,010298,汇添富品牌驱动六个月持有混合
8383,010299,南方产业升级混合A
8384,010300,南方产业升级混合C
8385,010301,达诚成长先锋混合A
8386,010302,达诚成长先锋混合C
8387,010303,华泰柏瑞量化创盈混合A
8388,010304,华泰柏瑞量化创盈混合C
8389,010305,华夏创新驱动混合A
8390,010306,华夏创新驱动混合C
8391,010307,东财信息产业精选A
8392,010308,东财信息产业精选C
8393,010309,德邦锐裕利率债债券A
8394,010310,德邦锐裕利率债债券C
8395,010311,中银量化价值混合C
8396,010312,中银金融地产混合C
8397,010313,上银鑫恒混合
8398,010314,大摩内需增长混合
8399,010320,华安养老2040三年持有混合(FOF)
8400,010321,中银大健康股票C
8401,010322,大摩新兴产业股票
8402,010323,华安平衡养老三年持有(FOF)
8403,010324,广发招财短债债券E
8404,010325,申万菱信收益宝货币E
8405,010326,博时消费创新混合A
8406,010327,博时消费创新混合C
8407,010328,博时荣华灵活配置混合A
8408,010329,博时荣华灵活配置混合C
8409,010330,东吴兴享成长混合A
8410,010331,天弘消费股票A
8411,010332,天弘消费股票C
8412,010333,华夏核心资产混合A
8413,010334,华夏核心资产混合C
8414,010335,华宝竞争优势混合
8415,010336,中欧悦享生活混合A
8416,010337,中欧悦享生活混合C
8417,010338,国投瑞银远见成长混合A
8418,010339,国投瑞银远见成长混合C
8419,010340,易方达高质量严选三年持有
8420,010341,招商产业精选股票A
8421,010342,招商产业精选股票C
8422,010343,华宝富时100(QDII)A
8423,010344,华宝富时100(QDII)C
8424,010345,华泰柏瑞成长智选混合A
8425,010346,华泰柏瑞成长智选混合C
8426,010347,农银策略收益一年持有混合
8427,010348,景顺长城泰保三个月定开混合
8428,010349,诺安低碳经济股票C
8429,010350,景顺长城品质长青混合
8430,010351,诺安中证100指数C
8431,010352,诺安沪深300指数增强C
8432,010353,南方崇元纯债A
8433,010354,南方崇元纯债C
8434,010355,诺安中证500指数增强C
8435,010356,诺安创业板指数增强(LOF)C
8436,010357,南方阿尔法混合A
8437,010358,南方阿尔法混合C
8438,010361,嘉实品质优选股票A
8439,010362,嘉实品质优选股票C
8440,010363,信达澳银匠心臻选两年持有期混合
8441,010364,鹏华空天军工指数(LOF)C
8442,010365,鹏华香港银行指数(LOF)C
8443,010366,鹏华中证医药卫生(LOF)C
8444,010367,中融景瑞一年持有混合A
8445,010368,中融景瑞一年持有混合C
8446,010369,大成卓享一年持有混合A
8447,010370,大成卓享一年持有混合C
8448,010371,大成成长进取混合A
8449,010372,大成成长进取混合C
8450,010373,西部利得聚兴一年定开混合A
8451,010374,西部利得聚兴一年定开混合C
8452,010375,国金鑫悦经济新动能A
8453,010376,国金鑫悦经济新动能C
8454,010377,广发价值核心混合A
8455,010378,广发价值核心混合C
8456,010379,广发均衡优选混合A
8457,010380,广发均衡优选混合C
8458,010381,浙商智选价值混合A
8459,010382,浙商智选价值混合C
8460,010383,宝盈基础产业混合A
8461,010384,宝盈基础产业混合C
8462,010385,华安汇嘉精选混合A
8463,010386,华安汇嘉精选混合C
8464,010387,易方达医药生物股票A
8465,010388,易方达医药生物股票C
8466,010389,易方达科益混合A
8467,010390,易方达科益混合C
8468,010391,易方达战略新兴产业股票A
8469,010392,易方达战略新兴产业股票C
8470,010393,工银健康生活混合A
8471,010394,工银健康生活混合C
8472,010395,融通稳健添盈灵活配置混合A
8473,010396,融通稳健添盈灵活配置混合C
8474,010397,中加瑞合纯债债券
8475,010398,中加科享混合A
8476,010399,中加科享混合C
8477,010400,富国融泰三个月定开混合发起式
8478,010401,新华安康多元收益一年持有A
8479,010402,新华安康多元收益一年持有C
8480,010403,华商景气优选混合
8481,010404,博道盛利6个月持有期混合
8482,010405,惠升医药健康6个月持有期混合
8483,010406,安信中债1-3年政策性金融债A
8484,010407,安信中债1-3年政策性金融债C
8485,010408,安信浩盈6个月持有混合
8486,010409,富国消费精选30股票
8487,010410,长城品质成长混合A
8488,010411,长城品质成长混合C
8489,010412,汇安均衡优选混合
8490,010413,财通资管宸瑞一年持有混合A
8491,010414,财通资管宸瑞一年持有混合C
8492,010415,华泰柏瑞质量精选混合A
8493,010416,华泰柏瑞质量精选混合C
8494,010417,招商盛洋3个月定开混合
8495,010418,财通景气行业一年封闭混合
8496,010419,申万菱信中证环保产业指数(LOF)C
8497,010420,民生加银成长优选股票
8498,010421,海富通消费优选混合A
8499,010422,海富通消费优选混合C
8500,010423,国投瑞银价值成长一年持有混合A
8501,010424,国投瑞银价值成长一年持有混合C
8502,010425,国投瑞银开放视角精选混合A
8503,010426,国投瑞银开放视角精选混合C
8504,010427,兴银策略智选混合A
8505,010428,兴银策略智选混合C
8506,010429,中欧睿见混合
8507,010430,招商安阳债券A
8508,010431,招商安阳债券C
8509,010432,广发中小企业300ETF联接C
8510,010433,广发新兴产业混合C
8511,010434,红土创新医疗保健股票
8512,010435,富国双债增强债券A
8513,010436,富国双债增强债券C
8514,010437,嘉实竞争力优选混合A
8515,010438,嘉实竞争力优选混合C
8516,010439,汇添富稳健汇盈一年持有期混合
8517,010440,诺德安鸿纯债
8518,010442,东方红启盛三年持有混合B
8519,010443,东方红启程三年持有混合B
8520,010444,南方誉尚一年持有期混合A
8521,010445,南方誉尚一年持有期混合C
8522,010446,国泰金福三个月定开混合
8523,010447,中邮未来成长混合A
8524,010448,中邮未来成长混合C
8525,010449,广发恒悦债券A
8526,010450,广发恒悦债券C
8527,010451,广发恒悦债券E
8528,010452,广发瑞福精选混合A
8529,010453,广发瑞福精选混合C
8530,010454,交银内需增长一年持有混合
8531,010455,博时产业精选混合A
8532,010456,博时产业精选混合C
8533,010457,广发睿鑫混合A
8534,010458,广发睿鑫混合C
8535,010459,鑫元乾利债券
8536,010460,兴业研究精选混合
8537,010461,民生加银康利混合
8538,010462,中信保诚嘉润66个月定开债
8539,010463,鹏扬淳稳66个月定开债A
8540,010464,鹏扬淳稳66个月定开债C
8541,010465,鹏扬景创混合A
8542,010466,鹏扬景创混合C
8543,010467,华安锦溶0-5年金融债定开债
8544,010468,国富恒博63个月定期开放债券
8545,010469,圆信永丰聚优股票A
8546,010470,圆信永丰聚优股票C
8547,010471,易方达年年恒实纯债一年定开A
8548,010472,易方达年年恒实纯债一年定开C
8549,010473,华富安华债券A
8550,010474,华富安华债券C
8551,010475,上投安享回报一年持有债
8552,010476,太平恒久纯债
8553,010477,景顺长城景泰益利纯债债券
8554,010478,景顺长城泰祥回报混合
8555,010479,鹏华丰颐债券
8556,010480,汇添富稳进双盈一年持有混合
8557,010481,汇添富高质量成长精选2年混合
8558,010482,汇添富盛和66个月定开债
8559,010483,交银启道混合
8560,010484,中银量化精选混合C
8561,010485,中航瑞晨87个月定开债A
8562,010486,中航瑞晨87个月定开债C
8563,010487,中银顺盈回报一年持有混合
8564,010488,鹏华优选成长混合A
8565,010489,鹏华优选成长混合C
8566,010490,鹏华高质量增长混合A
8567,010491,鹏华高质量增长混合C
8568,010493,中航瑞昱一年定开债A
8569,010494,中航瑞昱一年定开债C
8570,010495,创金合信创新驱动股票A
8571,010496,创金合信创新驱动股票C
8572,010497,光大保德信中债1-5年政金债A
8573,010498,国金惠宁中短期利率债A
8574,010499,国金惠宁中短期利率债C
8575,010500,中银创新医疗混合C
8576,010501,中泰青月安盈66个月定开债
8577,010502,财通裕泰87个月定开债
8578,010503,招商稳兴混合A
8579,010504,招商稳兴混合C
8580,010505,申万菱信创业板量化精选股票C
8581,010506,东方红睿玺三年定开混合C
8582,010507,招商添锦1年定开债发起式
8583,010508,博时鑫康混合A
8584,010509,中银彭博政策性银行债券1-5年
8585,010510,工银14天理财债券发起C
8586,010511,博时鑫康混合C
8587,010512,工银7天理财债券C
8588,010513,淳厚益加债券A
8589,010514,淳厚益加债券C
8590,010515,富国天兴回报混合A
8591,010516,嘉合中债-1-3年政金债指数A
8592,010517,嘉合中债-1-3年政金债指数C
8593,010518,华夏先锋科技一年定开混合A
8594,010519,华夏先锋科技一年定开混合C
8595,010520,兴业中债3-5年政策性金融债A
8596,010521,兴业中债3-5年政策性金融债C
8597,010522,华安添禧一年持有期混合A
8598,010523,华安添禧一年持有期混合C
8599,010524,银华中证5G通信主题ETF联接C
8600,010525,富国天兴回报混合C
8601,010527,景顺长城景泰优利一年定开纯债
8602,010529,广发中债1-5年国开债指数A
8603,010530,广发中债1-5年国开债指数C
8604,010531,申万中证申万电子行业投资指数(LOF)C
8605,010532,广发恒信一年持有期混合A
8606,010533,广发恒信一年持有期混合C
8607,010534,广发均衡增长混合A
8608,010535,广发均衡增长混合C
8609,010536,泰康优势企业混合A
8610,010537,泰康优势企业混合C
8611,010538,国泰惠元混合
8612,010539,浙商智多金稳健一年持有A
8613,010540,浙商智多金稳健一年持有C
8614,010541,国寿安保稳和6个月持有期混合A
8615,010542,国寿安保稳和6个月持有期混合C
8616,010543,中加科鑫混合A
8617,010544,中加科鑫混合C
8618,010545,中加聚隆持有期混合A
8619,010546,中加聚隆持有期混合C
8620,010547,博时恒进持有期混合A
8621,010548,博时恒进持有期混合C
8622,010549,富国均衡策略混合
8623,010550,华商双擎领航混合
8624,010551,淳厚欣颐一年持有期混合
8625,010552,浙商智选领航三年持有混合A
8626,010553,浙商智选领航三年持有混合C
8627,010554,华安新兴消费混合A
8628,010555,华安新兴消费混合C
8629,010556,汇添富沪深300指数增强C
8630,010557,汇添富数字生活六个月持有混合
8631,010558,汇安鑫利优选混合A
8632,010559,汇安鑫利优选混合C
8633,010560,永赢稳健增利18个月持有混合A
8634,010561,银华巨潮小盘价值ETF联接
8635,010562,永赢成长领航混合A
8636,010563,永赢成长领航混合C
8637,010564,民生加银瑞利混合
8638,010565,东方恒瑞短债债券A
8639,010566,东方恒瑞短债债券B
8640,010567,东方恒瑞短债债券C
8641,010568,海富通惠睿精选混合A
8642,010569,海富通惠睿精选混合C
8643,010570,新沃创新领航混合A
8644,010571,新沃创新领航混合C
8645,010572,易方达中证万得生物科技指数(LOF)C
8646,010573,华润元大富时中国A50指数C
8647,010576,民生加银兴利混合
8648,010580,长盛稳鑫63个月定开债
8649,010581,中信建投中债3-5年政金债A
8650,010582,中信建投中债3-5年政金债C
8651,010583,富国蓝筹精选股票(QDII)美元
8652,010584,渤海汇金新动能主题混合
8653,010585,创金合信医药消费股票A
8654,010586,创金合信医药消费股票C
8655,010587,鹏扬先进制造混合A
8656,010588,鹏扬先进制造混合C
8657,010589,鹏扬景安一年持有期混合A
8658,010590,鹏扬景安一年持有期混合C
8659,010591,富国中国中小盘混合(QDII)美元
8660,010592,南方医药创新股票A
8661,010593,南方医药创新股票C
8662,010594,广发睿选三年持有期混合
8663,010595,广发成长精选混合A
8664,010596,广发成长精选混合C
8665,010597,创金合信景雯灵活配置混合A
8666,010598,创金合信景雯灵活配置混合C
8667,010599,汇添富高质量成长30一年混合A
8668,010600,光大安瑞一年持有A
8669,010601,光大安瑞一年持有C
8670,010602,长城均衡优选混合
8671,010603,长城中债5-10年国开债指数A
8672,010604,长城中债5-10年国开债指数C
8673,010605,创金合信鑫祥混合A
8674,010606,创金合信鑫祥混合C
8675,010607,新沃安鑫87个月定开债
8676,010608,华泰柏瑞质量领先混合A
8677,010609,华泰柏瑞质量领先混合C
8678,010610,上投摩根远见两年持有混合
8679,010611,万家战略发展产业混合A
8680,010612,万家战略发展产业混合C
8681,010613,中融产业趋势一年定开混合A
8682,010614,中融产业趋势一年定开混合C
8683,010615,国金自主创新混合A
8684,010616,国金自主创新混合C
8685,010617,兴业消费精选混合A
8686,010618,兴业消费精选混合C
8687,010619,华安添利6个月债券A
8688,010620,华安添利6个月债券C
8689,010621,永赢泰宁63个月定开债
8690,010622,恒越成长精选混合A
8691,010623,恒越成长精选混合C
8692,010624,富国稳健增长混合A
8693,010625,富国稳健增长混合C
8694,010626,华融荣赢63个月定开债券
8695,010627,淳厚安心87个月定开债
8696,010628,广发瑞轩三个月定开混合
8697,010629,广发可转债债券E
8698,010630,惠升和睿兴利债券A
8699,010631,惠升和韵66个月定开债券
8700,010632,工银瑞达一年定开纯债发起式
8701,010633,惠升和睿兴利债券C
8702,010634,天弘合益债券A
8703,010635,天弘合益债券C
8704,010636,财通安盈混合A
8705,010637,财通安盈混合C
8706,010638,银华信用精选15个月定开债
8707,010639,上银聚远鑫87个月定开债
8708,010640,财通稳进回报6个月持有混合A
8709,010641,财通稳进回报6个月持有混合C
8710,010642,农银汇理瑞祥一年持有混合
8711,010643,平安养老2025一年持有期混合(FOF)
8712,010644,富国全球健康生活主题混合(QDII)人民币
8713,010645,富国全球健康生活主题混合(QDII)美元
8714,010646,融通价值趋势混合A
8715,010647,融通价值趋势混合C
8716,010651,平安双季增享6个月持有债券A
8717,010652,平安双季增享6个月持有债券C
8718,010653,农银汇理金玉债券
8719,010654,天弘医药创新A
8720,010655,天弘医药创新C
8721,010657,海富通欣睿混合A
8722,010658,海富通欣睿混合C
8723,010659,民生加银质量领先混合A
8724,010660,民生加银质量领先混合C
8725,010661,安信稳健聚申一年持有期混合C
8726,010662,富国均衡优选混合
8727,010663,长江均衡成长混合发起式A
8728,010664,长江均衡成长混合发起式C
8729,010665,博时高端装备混合A
8730,010666,博时高端装备混合C
8731,010667,安信价值回报三年持有混合C
8732,010668,工银优选对冲灵活配置混合发起A
8733,010669,工银优选对冲灵活配置混合发起C
8734,010671,景顺长城大中华混合(QDII)美元
8735,010673,兴全中证800六个月持有指数A
8736,010674,兴全中证800六个月持有指数C
8737,010676,光大新机遇混合
8738,010677,工银中证传媒指数(LOF)C
8739,010678,中欧均衡成长混合A
8740,010679,中欧均衡成长混合C
8741,010680,华夏新兴成长股票A
8742,010681,华夏新兴成长股票C
8743,010683,中融景颐6个月持有期混合A
8744,010684,中融景颐6个月持有期混合C
8745,010685,工银前沿医疗股票C
8746,010687,工银文体产业股票C
8747,010688,招商瑞德一年持有期混合A
8748,010689,招商瑞德一年持有期混合C
8749,010690,万家互联互通核心资产量化A
8750,010691,万家互联互通核心资产量化C
8751,010692,华夏核心价值混合A
8752,010693,华夏核心价值混合C
8753,010694,万家内需增长一年持有混合
8754,010695,华夏磐益一年定开混合
8755,010696,工银金融地产混合C
8756,010697,中融行业先锋6个月持有混合A
8757,010698,中融行业先锋6个月持有混合C
8758,010699,东方红创新趋势混合
8759,010700,东方红锦丰优选两年定开混合
8760,010701,恒越内需驱动混合A
8761,010702,恒越内需驱动混合C
8762,010703,财通智选消费股票A
8763,010704,财通智选消费股票C
8764,010706,景顺长城景骊成长混合
8765,010707,安信平稳合盈一年持有混合A
8766,010708,安信平稳合盈一年持有混合C
8767,010709,安信医药健康股票A
8768,010710,安信医药健康股票C
8769,010711,华富国潮优选混合发起式
8770,010712,中欧瑾利混合A
8771,010713,中欧瑾利混合C
8772,010714,东方红远见价值混合
8773,010715,财通资管消费升级一年持有A
8774,010716,财通资管消费升级一年持有C
8775,010717,前海开源优质企业6个月持有混合A
8776,010718,前海开源优质企业6个月持有混合C
8777,010719,东吴瑞盈63个月定开债
8778,010723,中欧价值成长混合A
8779,010724,中欧价值成长混合C
8780,010725,鹏华安享一年持有期混合A
8781,010726,鹏华安享一年持有期混合C
8782,010727,建信现金增利货币B
8783,010728,中泰兴诚价值一年持有混合A
8784,010729,中泰兴诚价值一年持有混合C
8785,010730,银华心佳两年持有期混合
8786,010731,广发创新医疗两年持有混合A
8787,010732,广发创新医疗两年持有混合C
8788,010733,红塔红土瑞景纯债A
8789,010734,红塔红土瑞景纯债C
8790,010735,申万稳健养老一年持有混合发起式(FOF)
8791,010736,易方达沪深300指数增强A
8792,010737,易方达沪深300指数增强C
8793,010738,大成优选升级一年持有混合A
8794,010739,大成优选升级一年持有混合C
8795,010740,汇安核心价值混合A
8796,010741,汇安核心价值混合C
8797,010742,南方宁悦一年持有期混合A
8798,010743,南方宁悦一年持有期混合C
8799,010744,工银灵动价值混合A
8800,010745,工银灵动价值混合C
8801,010746,富安达长三角区域主题混合
8802,010749,浙商创业板指数增强A
8803,010750,浙商创业板指数增强C
8804,010751,宝盈优质成长混合A
8805,010752,宝盈优质成长混合C
8806,010753,招商招旭纯债D
8807,010754,招商沪港深科技创新混合C
8808,010755,博道睿见一年持有期混合
8809,010756,兴华永兴混合发起式A
8810,010757,兴华永兴混合发起式C
8811,010758,国投瑞银顺景一年定开债
8812,010761,华商甄选回报混合
8813,010762,博时恒康持有期混合A
8814,010763,博时恒康持有期混合C
8815,010764,九泰锐升18个月封闭混合
8816,010765,国寿安保华丰混合A
8817,010766,国寿安保华丰混合C
8818,010767,建信利率债策略纯债债券A
8819,010768,建信利率债策略纯债债券C
8820,010769,天弘中证农业主题A
8821,010770,天弘中证农业主题C
8822,010771,天弘国证消费100指数增强A
8823,010772,天弘国证消费100指数增强C
8824,010773,景顺长城泰阳回报混合A
8825,010774,景顺长城泰阳回报混合C
8826,010775,博时恒旭持有期混合A
8827,010776,博时恒旭持有期混合C
8828,010777,浙商智选家居股票A
8829,010778,浙商智选家居股票C
8830,010779,西部利得量化优选一年持有A
8831,010780,西部利得量化优选一年持有C
8832,010781,兴业聚申一年持有期混合A
8833,010782,兴业聚申一年持有期混合C
8834,010783,德邦沪港深龙头混合A
8835,010784,德邦沪港深龙头混合C
8836,010785,博时创业板指数A
8837,010786,博时创业板指数C
8838,010787,华安优势企业混合A
8839,010788,华安优势企业混合C
8840,010789,汇添富恒生指数C
8841,010790,海富通均衡甄选混合A
8842,010791,海富通均衡甄选混合C
8843,010792,华安成长先锋混合A
8844,010793,华安成长先锋混合C
8845,010794,东海鑫享66个月定开
8846,010795,民生价值发现一年持有混合A
8847,010796,民生价值发现一年持有混合C
8848,010797,长城优选回报六个月持有混合A
8849,010798,长城优选回报六个月持有混合C
8850,010799,长城优选稳进六个月持有混合A
8851,010800,长城优选稳进六个月持有混合C
8852,010801,长江量化消费精选股票A
8853,010802,长江量化消费精选股票C
8854,010803,天弘庆享债券A
8855,010804,天弘庆享债券C
8856,010805,东财新能源车A
8857,010806,东财新能源车C
8858,010807,融通稳信增益6个月持有期混合A
8859,010808,达诚策略先锋混合A
8860,010809,达诚策略先锋混合C
8861,010810,湘财久盈中短债A
8862,010811,湘财久盈中短债C
8863,010812,中银战略新兴产业股票C
8864,010813,华安添益一年持有混合A
8865,010814,华安添益一年持有混合C
8866,010815,农银新兴消费股票
8867,010816,银华远兴一年持有期债券
8868,010817,国联安鑫稳3个月持有混合A
8869,010818,国联安鑫稳3个月持有混合C
8870,010819,安信稳健回报6个月混合A
8871,010820,安信稳健回报6个月混合C
8872,010821,东方红多元策略混合B
8873,010822,景顺长城顺安回报混合A
8874,010823,景顺长城顺安回报混合C
8875,010824,天弘创新成长混合发起式A
8876,010825,天弘创新成长混合发起式C
8877,010826,大成产业趋势混合A
8878,010827,大成产业趋势混合C
8879,010828,国寿安保稳悦混合A
8880,010829,国寿安保稳悦混合C
8881,010830,国泰通利9个月持有期混合A
8882,010831,国泰通利9个月持有期混合C
8883,010832,国泰合益混合A
8884,010833,国泰合益混合C
8885,010834,国泰同益18个月持有期混合A
8886,010835,国泰同益18个月持有期混合C
8887,010836,国泰瑞泰纯债债券
8888,010837,格林泓景债券A
8889,010838,格林泓景债券C
8890,010839,易方达瑞安灵活配置混合A
8891,010840,易方达瑞安灵活配置混合C
8892,010841,华宝红利精选混合C
8893,010842,华宝科技先锋混合C
8894,010843,富国天润回报混合A
8895,010844,富国天润回报混合C
8896,010845,泰达宏利波控回报12个月混合
8897,010846,南方卓越优选3个月持有期混合A
8898,010847,南方卓越优选3个月持有期混合C
8899,010848,渤海汇金兴荣一年定期开放债券
8900,010849,易方达竞争优势企业混合C
8901,010850,海富通富利三个月持有混合A
8902,010851,海富通富利三个月持有混合C
8903,010852,中欧内需成长混合A
8904,010853,中欧内需成长混合C
8905,010854,汇添富沪深300基本面增强指数A
8906,010855,汇添富沪深300基本面增强指数C
8907,010856,民生加银恒泽债券
8908,010857,宝盈祥乐一年持有期混合A
8909,010858,宝盈祥乐一年持有期混合C
8910,010859,富国中债0-2年国开债指数A
8911,010860,富国中债0-2年国开债指数C
8912,010861,长信企业优选一年持有混合
8913,010862,东方红启阳三年持有混合B
8914,010863,鹏华安裕5个月持有期混合A
8915,010864,泓德卓远混合A
8916,010865,泓德卓远混合C
8917,010868,华宝安盈混合
8918,010869,汇添富稳健欣享一年持有混合
8919,010870,汇添富稳健鑫添益六个月持有混合
8920,010871,中银信用增利债券(LOF)C
8921,010872,博时沪深300指数增强A
8922,010873,博时沪深300指数增强C
8923,010874,泰康品质生活混合A
8924,010875,泰康品质生活混合C
8925,010876,浙商智选先锋一年持有混合A
8926,010877,浙商智选先锋一年持有混合C
8927,010878,诺德优势产业
8928,010879,南方宝升混合A
8929,010880,南方宝升混合C
8930,010881,南方宝顺混合A
8931,010882,南方宝顺混合C
8932,010883,信诚智惠金C
8933,010884,中银臻享债券
8934,010885,长盛优势企业精选混合A
8935,010886,长盛优势企业精选混合C
8936,010887,南方消费升级混合A
8937,010888,南方消费升级混合C
8938,010889,工银创业板两年定开混合C
8939,010890,交银鸿福六个月持有混合A
8940,010891,交银鸿福六个月持有混合C
8941,010892,中银证券精选行业股票A
8942,010893,中银证券精选行业股票C
8943,010894,鹏华汇智优选混合A
8944,010895,鹏华汇智优选混合C
8945,010896,太平价值增长股票A
8946,010897,太平价值增长股票C
8947,010898,银河产业动力混合
8948,010899,上银慧恒收益增强债券
8949,010900,中欧生益稳健一年混合A
8950,010901,中欧生益稳健一年混合C
8951,010902,博时成长领航混合A
8952,010903,博时成长领航混合C
8953,010904,博时双季鑫6个月持有混合A
8954,010905,博时双季鑫6个月持有混合C
8955,010906,博远优享混合A
8956,010907,博远优享混合C
8957,010908,大成沪深300增强发起式A
8958,010909,大成沪深300增强发起式C
8959,010912,国泰成长价值混合A
8960,010913,国泰成长价值混合C
8961,010914,长盛成长精选混合A
8962,010915,长盛成长精选混合C
8963,010916,交银臻选回报混合
8964,010917,德邦锐祥债券A
8965,010918,德邦锐祥债券C
8966,010919,鹏华招润一年持有期混合A
8967,010920,鹏华招润一年持有期混合C
8968,010921,民生加银润利混合
8969,010922,朱雀匠心一年持有
8970,010923,永赢鑫欣混合
8971,010924,博时双季鑫6个月持有混合B
